CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category
713639958,Existing Customer,46,F,4,Graduate,Divorced,Less than $40K
771180033,Existing Customer,47,F,4,Unknown,Divorced,$40K - $60K
717916758,Existing Customer,67,F,0,Unknown,Married,Unknown
711089733,Existing Customer,50,F,2,College,Divorced,Less than $40K
716988633,Existing Customer,55,M,0,High School,Divorced,$60K - $80K
779031033,Existing Customer,46,F,2,Graduate,Married,$40K - $60K
716302383,Existing Customer,47,F,4,Uneducated,Married,$40K - $60K
718281408,Existing Customer,36,F,2,Unknown,Married,$40K - $60K
721333233,Existing Customer,40,M,4,Doctorate,Divorced,$60K - $80K
794496033,Existing Customer,57,M,2,Unknown,Single,$80K - $120K
710519433,Existing Customer,48,M,1,Unknown,Divorced,$80K - $120K
814995933,Existing Customer,58,F,3,Graduate,Married,Less than $40K
721469433,Existing Customer,48,M,3,Graduate,Single,$40K - $60K
788386908,Existing Customer,48,M,3,Graduate,Unknown,$80K - $120K
717198633,Existing Customer,53,F,2,College,Married,$40K - $60K
767695083,Existing Customer,50,M,2,Graduate,Married,$80K - $120K
711791583,Attrited Customer,52,F,1,Graduate,Single,Less than $40K
712315683,Attrited Customer,53,F,2,Uneducated,Single,Less than $40K
710038008,Existing Customer,56,F,1,Graduate,Single,$40K - $60K
789129033,Existing Customer,44,M,5,Unknown,Single,$80K - $120K
718349058,Existing Customer,49,M,3,High School,Married,$80K - $120K
789842283,Attrited Customer,54,M,2,Graduate,Married,$60K - $80K
714513033,Existing Customer,39,F,1,Unknown,Single,$40K - $60K
714717483,Existing Customer,39,F,3,Uneducated,Divorced,Unknown
714900408,Existing Customer,41,F,4,High School,Single,Less than $40K
719418933,Attrited Customer,53,M,2,Uneducated,Married,$80K - $120K
720115683,Existing Customer,47,M,3,Uneducated,Married,$80K - $120K
779504058,Existing Customer,46,F,2,Post-Graduate,Married,Less than $40K
795979833,Existing Customer,53,F,1,High School,Married,Less than $40K
717392358,Existing Customer,60,M,1,Graduate,Married,$80K - $120K
718640508,Existing Customer,59,F,0,Graduate,Single,Less than $40K
803366358,Existing Customer,38,M,1,Unknown,Single,$60K - $80K
709230708,Existing Customer,56,M,4,Uneducated,Single,Less than $40K
781794708,Attrited Customer,35,M,3,Post-Graduate,Unknown,$80K - $120K
801383808,Existing Customer,50,M,3,Graduate,Single,$60K - $80K
710677608,Existing Customer,53,M,2,Post-Graduate,Unknown,$80K - $120K
708217758,Existing Customer,63,M,2,Graduate,Married,$60K - $80K
714272658,Attrited Customer,43,F,2,Uneducated,Single,Less than $40K
717469158,Existing Customer,46,M,2,Unknown,Married,$80K - $120K
711864783,Existing Customer,61,M,1,Uneducated,Single,$60K - $80K
719407983,Existing Customer,37,F,0,Post-Graduate,Married,Less than $40K
710665533,Existing Customer,42,F,5,Doctorate,Married,Unknown
716804283,Existing Customer,41,M,2,Uneducated,Divorced,$120K +
767294658,Attrited Customer,56,M,2,College,Single,$120K +
709122483,Existing Customer,56,M,3,Graduate,Married,$60K - $80K
708241233,Attrited Customer,52,F,3,Post-Graduate,Single,Less than $40K
717860358,Existing Customer,40,F,3,High School,Single,$40K - $60K
789337233,Existing Customer,63,M,1,Graduate,Married,$40K - $60K
720902133,Existing Customer,58,M,1,High School,Single,$40K - $60K
721043058,Existing Customer,58,M,4,Unknown,Married,$60K - $80K
711870333,Existing Customer,46,M,2,Uneducated,Divorced,$80K - $120K
708398283,Existing Customer,37,F,1,Graduate,Married,$40K - $60K
715878183,Existing Customer,46,M,4,Graduate,Single,$80K - $120K
719451483,Existing Customer,46,F,4,Post-Graduate,Married,Less than $40K
709110633,Existing Customer,41,M,1,Graduate,Single,$80K - $120K
721059033,Existing Customer,48,F,3,High School,Divorced,$40K - $60K
779912283,Existing Customer,49,F,3,Graduate,Single,$40K - $60K
717701733,Existing Customer,44,M,2,Graduate,Married,$80K - $120K
709913733,Existing Customer,39,F,3,College,Married,Less than $40K
718768158,Existing Customer,57,M,1,College,Single,$40K - $60K
721375308,Existing Customer,48,M,3,High School,Married,$80K - $120K
711374283,Existing Customer,47,M,3,High School,Single,$80K - $120K
822893133,Existing Customer,56,F,1,Uneducated,Divorced,Unknown
778465533,Existing Customer,54,F,0,College,Married,Less than $40K
712138983,Existing Customer,54,M,1,Graduate,Married,$60K - $80K
716920908,Existing Customer,52,M,4,High School,Married,$80K - $120K
708095133,Existing Customer,43,M,4,Unknown,Unknown,$120K +
711195558,Existing Customer,59,M,1,College,Single,$40K - $60K
772735758,Existing Customer,44,M,1,Unknown,Married,Unknown
712024908,Existing Customer,56,F,1,College,Married,Less than $40K
778239933,Existing Customer,45,F,4,Graduate,Married,Unknown
714893733,Existing Customer,55,M,1,High School,Married,$80K - $120K
754886958,Existing Customer,48,F,3,College,Divorced,$40K - $60K
710104908,Existing Customer,56,F,5,College,Single,Less than $40K
710558883,Existing Customer,41,M,3,Uneducated,Married,$60K - $80K
713827383,Existing Customer,65,F,1,High School,Married,Less than $40K
720267033,Existing Customer,34,M,4,Post-Graduate,Single,$80K - $120K
712049208,Existing Customer,56,M,3,Post-Graduate,Married,$60K - $80K
708688608,Existing Customer,62,F,1,High School,Married,Less than $40K
716223708,Attrited Customer,45,F,3,Uneducated,Single,Unknown
713217858,Existing Customer,38,F,2,Uneducated,Single,Less than $40K
819352983,Existing Customer,49,M,3,Unknown,Unknown,$120K +
711019308,Existing Customer,58,M,2,High School,Single,$60K - $80K
768600558,Existing Customer,41,F,4,Graduate,Single,$40K - $60K
710202783,Existing Customer,33,M,2,Graduate,Married,$60K - $80K
712899333,Existing Customer,47,F,4,College,Single,Less than $40K
767036433,Existing Customer,56,F,1,Graduate,Married,Less than $40K
793473033,Existing Customer,51,M,1,Graduate,Single,$60K - $80K
721232058,Existing Customer,49,M,1,Graduate,Unknown,$40K - $60K
719443683,Attrited Customer,50,M,1,Unknown,Single,$120K +
715449333,Existing Customer,55,F,3,Unknown,Married,$40K - $60K
717998058,Existing Customer,26,M,0,Graduate,Single,Less than $40K
779610033,Attrited Customer,58,M,1,College,Married,$80K - $120K
827332983,Existing Customer,46,M,3,High School,Single,$80K - $120K
721183983,Existing Customer,48,M,4,High School,Married,$120K +
718426533,Existing Customer,42,M,4,Uneducated,Divorced,$60K - $80K
710698233,Existing Customer,37,M,4,Graduate,Married,$80K - $120K
780253533,Existing Customer,63,F,0,Unknown,Married,Less than $40K
793581933,Existing Customer,50,M,3,High School,Single,$40K - $60K
719229708,Existing Customer,41,F,1,High School,Single,$40K - $60K
715158483,Existing Customer,48,F,3,Graduate,Divorced,Less than $40K
809296308,Existing Customer,46,M,2,College,Single,$80K - $120K
778176108,Existing Customer,61,M,0,High School,Single,$60K - $80K
796532958,Existing Customer,59,F,0,Unknown,Married,Less than $40K
709345008,Attrited Customer,53,F,2,Doctorate,Married,Unknown
717049533,Existing Customer,39,F,3,Doctorate,Unknown,$40K - $60K
719366358,Existing Customer,51,M,3,High School,Married,$120K +
721417233,Attrited Customer,45,M,2,Graduate,Married,$60K - $80K
711622683,Existing Customer,48,M,4,Unknown,Single,$60K - $80K
714578283,Existing Customer,47,M,1,Graduate,Married,$60K - $80K
769574883,Existing Customer,41,M,2,High School,Married,$40K - $60K
717643608,Existing Customer,48,M,4,College,Married,$80K - $120K
709198158,Existing Customer,50,F,4,Graduate,Single,Less than $40K
712419708,Existing Customer,56,F,2,Post-Graduate,Married,Less than $40K
709103358,Existing Customer,39,F,2,College,Single,Less than $40K
716966808,Existing Customer,47,M,1,Graduate,Married,$80K - $120K
772264383,Existing Customer,44,M,2,Graduate,Single,$120K +
721057758,Existing Customer,61,F,1,Unknown,Married,Unknown
769137108,Attrited Customer,43,F,2,Post-Graduate,Married,Less than $40K
717640083,Attrited Customer,59,M,1,High School,Married,$60K - $80K
716445783,Existing Customer,42,F,2,Uneducated,Married,Unknown
708579633,Existing Customer,40,M,4,Unknown,Divorced,$40K - $60K
718715583,Existing Customer,65,M,2,Unknown,Married,Less than $40K
778686408,Existing Customer,48,M,1,College,Married,$60K - $80K
715015683,Existing Customer,44,M,2,Graduate,Single,$40K - $60K
805254708,Existing Customer,36,F,4,Unknown,Married,Unknown
710462433,Existing Customer,45,M,4,Graduate,Single,$60K - $80K
721342383,Existing Customer,39,M,2,Graduate,Married,$80K - $120K
720179883,Existing Customer,40,M,4,College,Unknown,$80K - $120K
794977533,Attrited Customer,62,M,0,High School,Married,$60K - $80K
779445108,Existing Customer,26,M,0,Graduate,Single,$40K - $60K
718193958,Existing Customer,60,M,0,Uneducated,Single,Less than $40K
710955633,Existing Customer,54,F,3,Doctorate,Single,Less than $40K
716149383,Existing Customer,62,M,0,Graduate,Married,$60K - $80K
752604633,Attrited Customer,57,M,2,College,Married,$40K - $60K
713889933,Existing Customer,59,M,0,Graduate,Single,$40K - $60K
709446783,Existing Customer,46,M,4,Graduate,Single,$60K - $80K
789115833,Existing Customer,44,M,4,High School,Single,$60K - $80K
711242058,Attrited Customer,48,M,4,Unknown,Single,$80K - $120K
787623858,Existing Customer,43,M,2,Uneducated,Divorced,$120K +
709040508,Existing Customer,57,M,4,Uneducated,Married,$120K +
708864708,Existing Customer,46,M,3,College,Unknown,$80K - $120K
717758583,Existing Customer,40,M,3,High School,Unknown,$60K - $80K
715416633,Existing Customer,54,M,1,Unknown,Married,$80K - $120K
717956283,Existing Customer,57,F,1,Graduate,Single,$40K - $60K
721379433,Existing Customer,44,M,4,Graduate,Married,$60K - $80K
712027683,Existing Customer,47,F,2,Doctorate,Married,Less than $40K
716027208,Existing Customer,47,M,4,Doctorate,Married,$60K - $80K
720475233,Existing Customer,50,F,2,High School,Married,Less than $40K
712275108,Existing Customer,53,F,3,College,Married,$40K - $60K
718121658,Attrited Customer,56,M,1,College,Married,$60K - $80K
711593808,Attrited Customer,55,M,1,High School,Married,$60K - $80K
716222808,Existing Customer,53,F,4,High School,Married,Less than $40K
718731183,Attrited Customer,61,M,1,Unknown,Married,$40K - $60K
788779008,Existing Customer,57,M,2,High School,Married,$60K - $80K
710404533,Existing Customer,50,M,2,Graduate,Married,$80K - $120K
711173058,Existing Customer,56,F,2,Unknown,Married,Unknown
715383108,Existing Customer,52,M,2,Graduate,Single,$120K +
711697158,Existing Customer,60,M,0,Graduate,Married,Less than $40K
709186983,Existing Customer,49,M,4,Uneducated,Married,$80K - $120K
808964433,Existing Customer,46,F,4,Doctorate,Divorced,Less than $40K
711948333,Existing Customer,42,M,1,Uneducated,Married,$80K - $120K
710541858,Existing Customer,45,M,3,High School,Married,Less than $40K
713865333,Attrited Customer,45,F,4,Uneducated,Married,Less than $40K
797707008,Attrited Customer,44,F,3,Doctorate,Married,Less than $40K
713490483,Existing Customer,61,M,0,Uneducated,Single,$80K - $120K
720370533,Attrited Customer,55,M,3,Uneducated,Married,$60K - $80K
779743908,Existing Customer,44,M,4,Unknown,Divorced,$60K - $80K
718675158,Attrited Customer,55,F,1,Unknown,Married,Less than $40K
710784333,Existing Customer,57,M,2,Unknown,Married,$120K +
816596583,Existing Customer,45,M,2,Doctorate,Married,$80K - $120K
717517758,Existing Customer,57,F,0,High School,Married,$40K - $60K
712880283,Existing Customer,31,M,0,Uneducated,Married,$40K - $60K
753226158,Existing Customer,34,F,2,Graduate,Married,Less than $40K
720605808,Attrited Customer,53,F,1,Graduate,Single,Less than $40K
758317233,Existing Customer,35,F,1,College,Single,Unknown
711028308,Existing Customer,44,F,4,Graduate,Married,Less than $40K
814852533,Existing Customer,50,M,1,Graduate,Married,$80K - $120K
711526533,Existing Customer,33,M,3,Post-Graduate,Married,$80K - $120K
804403908,Existing Customer,50,M,3,Graduate,Single,$60K - $80K
716999883,Existing Customer,51,M,4,High School,Married,$80K - $120K
716452083,Existing Customer,56,F,4,Unknown,Married,Less than $40K
787599258,Existing Customer,55,F,3,Graduate,Single,Less than $40K
714495258,Existing Customer,26,M,0,College,Single,Less than $40K
717713283,Existing Customer,42,F,3,Graduate,Married,Less than $40K
789317883,Existing Customer,54,M,2,College,Married,$80K - $120K
714500883,Existing Customer,44,F,3,Graduate,Married,Unknown
789467508,Existing Customer,65,F,0,Graduate,Married,$40K - $60K
710317758,Existing Customer,38,F,3,High School,Married,Unknown
711231558,Existing Customer,58,M,3,High School,Married,$60K - $80K
716829483,Existing Customer,39,F,3,Post-Graduate,Married,$40K - $60K
779713608,Existing Customer,52,M,2,High School,Married,$120K +
711628458,Existing Customer,45,F,3,Graduate,Married,Less than $40K
718943508,Existing Customer,42,M,3,Unknown,Single,$80K - $120K
770724558,Attrited Customer,42,M,2,College,Married,$60K - $80K
783561558,Existing Customer,57,M,4,Post-Graduate,Married,$120K +
719309958,Attrited Customer,55,M,3,Doctorate,Single,$80K - $120K
788785083,Existing Customer,44,F,3,College,Unknown,Less than $40K
780481308,Existing Customer,37,F,3,Graduate,Married,Unknown
711757383,Existing Customer,50,F,3,Unknown,Married,Less than $40K
787550808,Existing Customer,51,M,2,Graduate,Married,$40K - $60K
779863533,Existing Customer,37,M,1,Graduate,Married,$80K - $120K
714529233,Existing Customer,36,F,2,Graduate,Married,Less than $40K
708177333,Existing Customer,51,F,2,High School,Married,Less than $40K
812019933,Existing Customer,65,M,1,Uneducated,Married,$40K - $60K
708557358,Existing Customer,43,M,2,College,Married,$60K - $80K
713580633,Existing Customer,46,M,3,Graduate,Married,$40K - $60K
711466533,Existing Customer,43,F,2,Graduate,Married,Less than $40K
802276683,Existing Customer,56,M,3,Graduate,Married,$80K - $120K
780913308,Existing Customer,43,M,3,Unknown,Single,$60K - $80K
808897683,Attrited Customer,53,M,1,Graduate,Single,$80K - $120K
719428308,Existing Customer,50,M,2,High School,Unknown,$60K - $80K
713010483,Existing Customer,43,F,3,Graduate,Married,$40K - $60K
717006333,Existing Customer,54,M,3,High School,Married,$80K - $120K
787621158,Existing Customer,33,M,2,Unknown,Married,$60K - $80K
716924058,Existing Customer,58,F,2,Uneducated,Married,$40K - $60K
720916683,Existing Customer,41,M,3,Graduate,Single,$80K - $120K
720923658,Existing Customer,48,M,3,Post-Graduate,Single,$60K - $80K
712710708,Existing Customer,55,M,2,High School,Single,$40K - $60K
718939083,Attrited Customer,54,F,2,Graduate,Married,Less than $40K
779519058,Existing Customer,51,F,3,Post-Graduate,Divorced,Unknown
719085933,Existing Customer,35,M,3,Graduate,Single,$80K - $120K
715124958,Existing Customer,50,M,3,Uneducated,Single,$80K - $120K
712979133,Attrited Customer,55,M,4,High School,Married,$80K - $120K
712006308,Existing Customer,45,F,0,College,Divorced,Less than $40K
710801133,Existing Customer,34,M,2,Uneducated,Married,$60K - $80K
712490283,Existing Customer,55,F,4,Graduate,Married,$40K - $60K
720071583,Attrited Customer,48,F,2,Unknown,Married,Less than $40K
717958833,Existing Customer,46,M,4,Graduate,Married,$60K - $80K
812420358,Attrited Customer,61,F,0,Graduate,Married,Less than $40K
712370208,Existing Customer,48,M,1,Uneducated,Unknown,$60K - $80K
715940358,Existing Customer,51,F,1,Graduate,Married,Less than $40K
715041333,Existing Customer,39,M,3,Doctorate,Married,$60K - $80K
712797258,Existing Customer,43,M,3,Graduate,Married,$120K +
769170558,Existing Customer,53,M,3,Graduate,Single,$60K - $80K
715884858,Existing Customer,38,M,2,High School,Married,$80K - $120K
796343058,Existing Customer,49,F,2,High School,Single,Less than $40K
783910008,Existing Customer,37,F,0,Unknown,Married,Less than $40K
718888308,Existing Customer,53,M,3,Graduate,Single,$80K - $120K
785114808,Existing Customer,46,M,2,Post-Graduate,Single,$40K - $60K
709852908,Existing Customer,44,F,3,Uneducated,Single,Less than $40K
823528833,Existing Customer,50,F,1,Unknown,Single,Less than $40K
719679858,Existing Customer,58,F,2,Uneducated,Married,$40K - $60K
827108583,Existing Customer,55,M,3,High School,Single,$120K +
787833333,Existing Customer,44,M,3,College,Unknown,$80K - $120K
719781183,Existing Customer,57,M,4,High School,Married,$80K - $120K
710429358,Existing Customer,57,M,1,High School,Married,$40K - $60K
798792408,Attrited Customer,48,M,3,High School,Married,$80K - $120K
710280558,Existing Customer,51,M,1,Graduate,Single,$60K - $80K
809825358,Existing Customer,53,F,3,Uneducated,Married,Less than $40K
714451833,Existing Customer,45,F,1,Doctorate,Single,Less than $40K
713943783,Existing Customer,41,M,4,Post-Graduate,Married,$60K - $80K
710706558,Existing Customer,51,F,4,Graduate,Single,Less than $40K
713620308,Existing Customer,46,F,2,High School,Married,Less than $40K
813453408,Existing Customer,40,F,5,College,Married,Less than $40K
818248383,Existing Customer,33,M,2,Doctorate,Married,$60K - $80K
780106908,Existing Customer,53,M,1,High School,Single,$80K - $120K
708938508,Existing Customer,63,M,1,High School,Married,$40K - $60K
709671708,Existing Customer,61,M,0,Uneducated,Single,$80K - $120K
